uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,setDate,collectDate,massSampleMixtureID,cnSampleID,cnSampleCode,sampleType,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release
224f0df5-e843-492a-b981-dc9a16b5c950,2017-03-30,BART_050.basePlot.ltr,D01,BART,BART_050,tower,2016-09-20T16:00:00Z,2016-10-11T16:00:00Z,NEON.LTR.BART050.20161011.NDL,NEON.LTR.BART050.20161011.NDL.CN,NA,vegetation,N,-2.6,-29.1,0.5,52.2,113.7,OK,OK,NA,NA,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",NA,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251204T224617Z,RELEASE-2026
161820bb-f7b5-4757-b710-47fec9c5ce96,2023-04-17,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2022-05-10T16:00:00Z,2022-06-06T16:00:00Z,NEON.LTR.BART.2022.OTH,NEON.LTR.BART.2022.OTH.CN,A00000154920,vegetation,N,-3.4,-28.8,0.98,49.21,50,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T035926Z,RELEASE-2026
acfbb2cf-45c9-46f5-bab3-0a2fd4fad3fe,2023-04-17,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2022-04-12T16:00:00Z,2022-05-10T16:00:00Z,NEON.LTR.BART.2022.FLR,NEON.LTR.BART.2022.FLR.CN,A00000154966,vegetation,N,-5.1,-27.8,1.69,50.01,29.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T065057Z,RELEASE-2026
c24cc536-67a0-4784-a6c4-c34f432ab6e4,2023-04-17,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2022-06-06T16:00:00Z,2022-07-05T16:00:00Z,NEON.LTR.BART.2022.SDS,NEON.LTR.BART.2022.SDS.CN,A00000154934,vegetation,N,-4.2,-26.3,2.38,51.82,21.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T041655Z,RELEASE-2026
0d9e80bd-5b17-4ba3-bd08-47cfda982a76,2023-04-17,BART_073.basePlot.ltr,D01,BART,BART_073,tower,2022-09-12T16:00:00Z,2022-09-26T16:00:00Z,NEON.LTR.BART073.20220926.NDL,NEON.LTR.BART073.20220926.NDL.CN,A00000154996,vegetation,N,-2.3,-30.4,0.62,52.77,85.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
6a3ea0ea-e05d-43a2-8abb-1a10346f2e4d,2023-04-17,BART_071.basePlot.ltr,D01,BART,BART_071,tower,2022-09-12T16:00:00Z,2022-09-26T16:00:00Z,NEON.LTR.BART071.20220926.NDL,NEON.LTR.BART071.20220926.NDL.CN,A00000154980,vegetation,N,1.4,-29.3,0.63,53.09,83.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
9e8acc7f-90a5-4d42-adfc-f53c54dfa2e9,2023-04-17,BART_047.basePlot.ltr,D01,BART,BART_047,tower,2022-09-12T16:00:00Z,2022-09-26T16:00:00Z,NEON.LTR.BART047.20220926.NDL,NEON.LTR.BART047.20220926.NDL.CN,A00000154930,vegetation,N,-2.3,-30.1,0.52,51.52,99.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
415e9a0a-27af-4462-a916-f6359b4d844c,2023-04-17,BART_042.basePlot.ltr,D01,BART,BART_042,tower,2022-09-12T16:00:00Z,2022-09-27T16:00:00Z,NEON.LTR.BART042.20220927.NDL,NEON.LTR.BART042.20220927.NDL.CN,A00000154963,vegetation,N,-2,-30.9,0.58,52.64,91,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
fb2d3b13-b365-48a1-a99f-2af3ca866349,2023-04-17,BART_074.basePlot.ltr,D01,BART,BART_074,tower,2022-09-12T16:00:00Z,2022-09-27T16:00:00Z,NEON.LTR.BART074.20220927.NDL,NEON.LTR.BART074.20220927.NDL.CN,A00000154949,vegetation,N,-2.6,-30.3,0.56,52.11,93.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
ae6d7f85-4d8c-42cd-9f1e-c77b8a72f734,2023-04-17,BART_046.basePlot.ltr,D01,BART,BART_046,tower,2022-09-12T16:00:00Z,2022-09-27T16:00:00Z,NEON.LTR.BART046.20220927.NDL,NEON.LTR.BART046.20220927.NDL.CN,A00000154962,vegetation,N,-2.7,-30.7,0.56,52.39,93.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
4d531c72-a02e-4349-b65f-7a18fdb908ee,2023-04-17,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2022-09-12T16:00:00Z,2022-09-27T16:00:00Z,NEON.LTR.BART036.20220927.NDL,NEON.LTR.BART036.20220927.NDL.CN,A00000154979,vegetation,N,-2.4,-30.7,0.59,52.39,89.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
cfde8b1f-731b-43f0-9c2a-b755c969acee,2023-04-17,BART_044.basePlot.ltr,D01,BART,BART_044,tower,2022-09-12T16:00:00Z,2022-09-27T16:00:00Z,NEON.LTR.BART044.20220927.NDL,NEON.LTR.BART044.20220927.NDL.CN,A00000154946,vegetation,N,-2.8,-29,0.52,53.48,102.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
e03ad7a9-37bf-42e4-9159-91e87ed7f5a2,2023-04-17,BART_050.basePlot.ltr,D01,BART,BART_050,tower,2022-09-12T16:00:00Z,2022-09-27T16:00:00Z,NEON.LTR.BART050.20220927.NDL,NEON.LTR.BART050.20220927.NDL.CN,A00000154931,vegetation,N,-3.2,-29.3,0.58,52.77,91.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T034210Z,RELEASE-2026
5a23d92a-2a93-4181-a40d-84643ec4a6de,2023-04-17,BART_042.basePlot.ltr,D01,BART,BART_042,tower,2022-10-10T16:00:00Z,2022-10-24T16:00:00Z,NEON.LTR.BART042.20221024.LVS,NEON.LTR.BART042.20221024.LVS.CN,A00000154992,vegetation,N,-3.1,-29,0.68,49.43,72.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
4ab71a56-2957-4c43-9829-8a28b8f8375a,2023-04-17,BART_040.basePlot.ltr,D01,BART,BART_040,tower,2022-10-10T16:00:00Z,2022-10-24T16:00:00Z,NEON.LTR.BART040.20221024.LVS,NEON.LTR.BART040.20221024.LVS.CN,A00000154945,vegetation,N,-4.2,-29.6,0.57,48.64,84.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
270d353d-0724-44f0-91aa-e6e152ec7203,2023-04-17,BART_073.basePlot.ltr,D01,BART,BART_073,tower,2022-10-10T16:00:00Z,2022-10-24T16:00:00Z,NEON.LTR.BART073.20221024.LVS,NEON.LTR.BART073.20221024.LVS.CN,A00000154909,vegetation,N,-3.6,-29.2,0.6,50.61,84.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
142eb3fc-67aa-440d-b6d7-d057db921423,2023-04-17,BART_071.basePlot.ltr,D01,BART,BART_071,tower,2022-10-10T16:00:00Z,2022-10-24T16:00:00Z,NEON.LTR.BART071.20221024.LVS,NEON.LTR.BART071.20221024.LVS.CN,A00000154926,vegetation,N,-4.6,-30,0.5,49.71,98.7,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
a2636b9a-bc7f-4de8-94db-280f381935a6,2023-04-17,BART_047.basePlot.ltr,D01,BART,BART_047,tower,2022-10-10T16:00:00Z,2022-10-24T16:00:00Z,NEON.LTR.BART047.20221024.LVS,NEON.LTR.BART047.20221024.LVS.CN,A00000154914,vegetation,N,-3.3,-29.8,0.65,49.48,76,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
38e03aa3-824a-4c4e-b344-f18dc9fb3a6f,2023-04-17,BART_073.basePlot.ltr,D01,BART,BART_073,tower,2022-10-10T16:00:00Z,2022-10-24T16:00:00Z,NEON.LTR.BART073.20221024.LVS,NEON.LTR.BART073.20221024.LVS.CN,A00000154909,vegetation,N,-3.8,-29.2,0.59,50.36,85.1,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
0c013fb0-1c9f-4292-9992-e2a6428f5ac8,2023-04-17,BART_050.basePlot.ltr,D01,BART,BART_050,tower,2022-10-11T16:00:00Z,2022-10-25T16:00:00Z,NEON.LTR.BART050.20221025.LVS,NEON.LTR.BART050.20221025.LVS.CN,A00000154974,vegetation,N,-3.5,-28.8,0.61,49.2,81.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
0dde9f0e-23eb-49f7-81e1-e5e4a8b2ff72,2023-04-17,BART_046.basePlot.ltr,D01,BART,BART_046,tower,2022-10-11T16:00:00Z,2022-10-25T16:00:00Z,NEON.LTR.BART046.20221025.LVS,NEON.LTR.BART046.20221025.LVS.CN,A00000154959,vegetation,N,-4.2,-29.3,0.61,49.86,81.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
82e2a83d-5aa3-4b4d-a468-5e6f33cb19fb,2023-04-17,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2022-10-11T16:00:00Z,2022-10-25T16:00:00Z,NEON.LTR.BART036.20221025.LVS,NEON.LTR.BART036.20221025.LVS.CN,A00000154993,vegetation,N,-2.4,-29.2,0.66,50.15,76.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
b6028580-9b92-4a02-ae32-e8e654b53442,2023-04-17,BART_044.basePlot.ltr,D01,BART,BART_044,tower,2022-10-11T16:00:00Z,2022-10-25T16:00:00Z,NEON.LTR.BART044.20221025.LVS,NEON.LTR.BART044.20221025.LVS.CN,A00000154973,vegetation,N,-3.1,-29,0.58,50.1,86.6,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
6d23094c-bc9d-4507-b903-3d25896b899c,2023-04-17,BART_074.basePlot.ltr,D01,BART,BART_074,tower,2022-10-11T16:00:00Z,2022-10-25T16:00:00Z,NEON.LTR.BART074.20221025.LVS,NEON.LTR.BART074.20221025.LVS.CN,A00000154912,vegetation,N,-1.8,-29,0.58,48.81,84.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,H2ehOOFsaDPhLGs9nIVRag==,bEP9Ut5BMUSEVHTehx6p8Q==,NA,20251206T064811Z,RELEASE-2026
ddefa770-6c42-4e3a-8809-0f977a43cabd,2019-02-07,HARV_038.basePlot.ltr,D01,HARV,HARV_038,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV038.20181015.NDL,NEON.LTR.HARV038.20181015.NDL.CN,A00000032771,vegetation,N,NA,-29.9,NA,51.68,NA,OK,OK,OK,OK,1,Nitrogen peak too small. Data removed,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
c3cb1209-c8e5-4ff7-955b-83affce4f5a9,2019-02-07,HARV_046.basePlot.ltr,D01,HARV,HARV_046,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV046.20181015.LVS,NEON.LTR.HARV046.20181015.LVS.CN,A00000032857,vegetation,N,-3.5,-29.1,0.72,50.99,71,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
fc1866e6-7952-4b21-8e3a-addf9e7d958f,2019-02-07,HARV_049.basePlot.ltr,D01,HARV,HARV_049,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV049.20181015.NDL,NEON.LTR.HARV049.20181015.NDL.CN,A00000032774,vegetation,N,NA,-29.2,NA,52.91,NA,OK,OK,OK,OK,1,Nitrogen peak too small. Data removed,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
fe50b7ca-467a-4d1f-a017-efabbad3578d,2019-02-21,HARV_052.basePlot.ltr,D01,HARV,HARV_052,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV052.20181015.NDL,NEON.LTR.HARV052.20181015.NDL.CN,A00000032741,vegetation,Y,-2.8,NA,0.56,NA,NA,OK,OK,OK,OK,1,CO2 trapped to get good nitrogen data,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
fce53544-7c69-4144-85d3-23ef62067dee,2019-02-08,HARV_035.basePlot.ltr,D01,HARV,HARV_035,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV035.20181015.NDL,NEON.LTR.HARV035.20181015.NDL.CN,A00000032798,vegetation,N,NA,-29.2,NA,52.8,NA,OK,OK,OK,OK,1,Nitrogen peak too small. Data removed,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
77d2df5c-bb72-41a7-a3bd-c497580ea0de,2019-02-21,HARV_038.basePlot.ltr,D01,HARV,HARV_038,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV038.20181015.LVS,NEON.LTR.HARV038.20181015.LVS.CN,A00000032793,vegetation,Y,-4.2,NA,0.65,NA,NA,OK,OK,OK,OK,1,CO2 trapped to get good nitrogen data,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
03b51095-6eff-4dae-b3a9-d047cc1a0ac1,2019-02-07,HARV_037.basePlot.ltr,D01,HARV,HARV_037,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV037.20181015.NDL,NEON.LTR.HARV037.20181015.NDL.CN,A00000032791,vegetation,N,NA,-27.5,NA,52.95,NA,OK,OK,OK,OK,1,Nitrogen peak too small. Data removed,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
b3c74732-a381-4a45-88b5-e1b77c6da0ae,2019-02-21,HARV_040.basePlot.ltr,D01,HARV,HARV_040,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV040.20181015.NDL,NEON.LTR.HARV040.20181015.NDL.CN,A00000032818,vegetation,Y,-6,NA,0.31,NA,NA,OK,OK,OK,OK,1,CO2 trapped to get good nitrogen data,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15N & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
57ee8245-760f-4b00-94fa-e69ba3a0d929,2019-02-07,HARV_048.basePlot.ltr,D01,HARV,HARV_048,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV048.20181015.LVS,NEON.LTR.HARV048.20181015.LVS.CN,A00000032815,vegetation,N,-4.1,-29.5,0.76,51.7,68.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
ded20f2c-a93d-4371-ba6c-335fa86bba97,2019-02-08,HARV_036.basePlot.ltr,D01,HARV,HARV_036,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV036.20181015.LVS,NEON.LTR.HARV036.20181015.LVS.CN,A00000032756,vegetation,N,-3.4,-30,0.94,50.68,54.2,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
0fd026ca-458a-4c28-8e22-09eeb7cdaa9a,2019-02-07,HARV_050.basePlot.ltr,D01,HARV,HARV_050,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV050.20181015.NDL,NEON.LTR.HARV050.20181015.NDL.CN,A00000032795,vegetation,N,NA,-29.3,NA,54.1,NA,OK,OK,OK,OK,1,Nitrogen peak too small. Data removed,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
4a6ccf99-5952-4d41-a393-b91465a17c9d,2019-02-07,HARV_051.basePlot.ltr,D01,HARV,HARV_051,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV051.20181015.LVS,NEON.LTR.HARV051.20181015.LVS.CN,A00000032832,vegetation,N,-4.2,-29.7,1.03,51.19,49.6,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
3c05a841-ee6c-4748-8780-606ff4a77167,2019-02-07,HARV_052.basePlot.ltr,D01,HARV,HARV_052,tower,2018-10-01T16:00:00Z,2018-10-15T16:00:00Z,NEON.LTR.HARV052.20181015.LVS,NEON.LTR.HARV052.20181015.LVS.CN,A00000032772,vegetation,N,-3.7,-28.4,0.77,50.93,66.5,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20251205T034647Z,RELEASE-2026
